output_name,epoch,time,load_1,load_5,load_15,memory_free,cpu-user,cpu-system,cpu-steal,cpu-softirq,cpu-nice,cpu-irq,cpu-iowait,cpu-idle,cpu_percentage
dafav1,1678107423,2023-03-06 19:57:03 ,8.81,9.92,10.12,210026496.0,1024927.98,13810.87,866.24,7580.66,125.03,0.0,102.88000000000001,791250.1599999999,75.60576280432662
dafav1,1678107543,2023-03-06 19:59:03 ,8.34,10.53,10.41,249573376.0,1025380.01,13830.109999999999,866.37,7589.26,125.03,0.0,102.88000000000001,791250.1599999999,75.57111142728667
dafav1,1678107663,2023-03-06 20:01:03 ,16.02,12.13,10.95,241856512.0,1025822.8799999999,13855.18,867.5899999999999,7600.12,125.03,0.0,102.88000000000001,791250.1599999999,75.53656895684492
dafav1,1678107783,2023-03-06 20:03:03 ,7.3,9.78,10.21,223567872.0,1026297.0900000001,13859.4,867.73,7601.6,125.03,0.0,102.88000000000001,791250.1599999999,75.50197807985984
dafav1,1678107903,2023-03-06 20:05:03 ,8.73,10.73,10.6,255627264.0,1026745.9600000001,13880.859999999999,867.86,7611.15,125.03,0.0,102.88000000000001,791250.1599999999,75.46742102852215
dafav1,1678108023,2023-03-06 20:07:03 ,16.89,12.25,11.1,224448512.0,1027189.61,13905.7,868.02,7622.51,125.03,0.0,102.88000000000001,791250.1599999999,75.4328977534424
dafav1,1678108143,2023-03-06 20:09:03 ,5.74,9.52,10.23,216236032.0,1027667.1900000001,13907.56,868.16,7623.01,125.03,0.0,102.88000000000001,791250.1599999999,75.39839958365036
dafav1,1678108263,2023-03-06 20:11:03 ,9.14,10.82,10.71,241999872.0,1028112.9299999999,13930.900000000001,868.4300000000001,7633.7,125.03,0.0,102.88000000000001,791250.1599999999,75.36394515681336
dafav1,1678108383,2023-03-06 20:13:03 ,17.93,12.39,11.21,207556608.0,1028556.8200000001,13955.87,868.5600000000001,7644.74,125.03,0.0,102.88000000000001,791250.1599999999,75.32951288143452
dafav1,1678108503,2023-03-06 20:15:03 ,5.77,9.56,10.31,269942784.0,1029011.64,13957.22,868.6600000000001,7644.84,125.03,0.0,102.88000000000001,791273.74,75.2990491116925
dafav1,1678108623,2023-03-06 20:17:03 ,9.43,10.83,10.76,259346432.0,1029456.25,13981.57,868.8499999999999,7655.710000000001,125.03,0.0,102.88000000000001,791273.74,75.26468213185113
dafav1,1678108743,2023-03-06 20:19:03 ,16.29,11.72,11.01,202145792.0,1029905.0299999999,14002.910000000002,868.97,7665.48,125.03,0.0,102.88000000000001,791273.74,75.23034221681391
dafav1,1678108863,2023-03-06 20:21:03 ,6.16,9.63,10.35,265973760.0,1030379.8200000001,14006.72,869.07,7666.82,125.03,0.0,102.88000000000001,791273.74,75.19603005002645
dafav1,1678108983,2023-03-06 20:23:03 ,9.95,10.91,10.79,247070720.0,1030824.8999999999,14030.59,869.18,7677.79,125.03,0.0,102.88000000000001,791273.74,75.16175059606826
dafav1,1678109103,2023-03-06 20:25:03 ,15.63,11.49,10.94,212189184.0,1031277.9099999999,14048.97,869.32,7686.29,125.03,0.0,102.88000000000001,791273.74,75.1275045215669
dafav1,1678109223,2023-03-06 20:27:03 ,6.35,9.71,10.38,242950144.0,1031750.1399999999,14054.6,869.4200000000001,7688.37,125.03,0.0,102.88000000000001,791273.74,75.09328607680239
dafav1,1678109343,2023-03-06 20:29:03 ,10.57,11.1,10.86,267165696.0,1032196.53,14077.420000000002,869.5400000000001,7699.0599999999995,125.03,0.0,102.88000000000001,791273.74,75.05910163690618
dafav1,1678109463,2023-03-06 20:31:03 ,8.31,9.64,10.33,192487424.0,1032647.28,14096.189999999999,869.72,7709.369999999999,125.03,0.0,102.88000000000001,791273.74,75.02495328562695
dafav1,1678109583,2023-03-06 20:33:03 ,5.02,8.15,9.71,283721728.0,1033113.91,14105.89,869.8399999999999,7713.0,125.03,0.0,102.88000000000001,791273.74,74.99082675282706
dafav1,1678109703,2023-03-06 20:35:03 ,5.33,7.31,9.21,283111424.0,1033547.52,14136.28,869.97,7728.860000000001,125.03,0.0,102.88000000000001,791273.74,74.95673835271411
dafav1,1678109823,2023-03-06 20:37:03 ,5.39,6.52,8.68,246046720.0,1034000.0,14154.39,870.0699999999999,7738.200000000001,125.03,0.0,102.88000000000001,791273.74,74.92267596358559
dafav1,1678109943,2023-03-06 20:39:03 ,4.5,5.95,8.22,284557312.0,1034460.89,14167.19,870.2,7744.44,125.03,0.0,102.88000000000001,791273.74,74.88864451815527
dafav1,1678110063,2023-03-06 20:41:03 ,6.53,6.33,8.08,307650560.0,1034869.57,14197.800000000001,870.35,7760.05,125.03,0.0,102.89,791298.7,74.8587770248623
dafav1,1678110183,2023-03-06 20:43:03 ,7.69,6.36,7.85,230354944.0,1035327.29,14212.029999999999,870.46,7768.03,125.03,0.0,102.89,791298.7,74.82480466112492
dafav1,1678110303,2023-03-06 20:45:03 ,4.86,5.87,7.5,242552832.0,1035784.6900000001,14226.36,870.5699999999999,7776.22,125.03,0.0,102.89,791298.7,74.79086382493242
dafav1,1678110423,2023-03-06 20:47:03 ,6.74,6.41,7.5,235577344.0,1036220.28,14255.349999999999,870.73,7791.4800000000005,125.03,0.0,102.89,791298.7,74.75695941623835
dafav1,1678110543,2023-03-06 20:49:03 ,8.23,6.47,7.35,177217536.0,1036683.2,14265.919999999998,870.8299999999999,7797.91,125.03,0.0,102.89,791298.7,74.72308008796621
dafav1,1678110663,2023-03-06 20:51:03 ,5.2,6.15,7.15,238579712.0,1037137.2499999999,14281.539999999999,870.98,7808.12,125.03,0.0,102.89,791298.7,74.68923427344232
dafav1,1678110783,2023-03-06 20:53:03 ,7.4,6.58,7.17,262955008.0,1037547.41,14309.23,871.1500000000001,7824.57,125.03,0.0,102.9,791324.19,74.65962506937149
dafav1,1678110903,2023-03-06 20:55:03 ,5.16,5.88,6.83,220905472.0,1038013.97,14318.42,871.2600000000001,7828.73,125.03,0.0,102.9,791324.19,74.62583567795235
dafav1,1678111023,2023-03-06 20:57:03 ,4.49,5.52,6.59,242180096.0,1038460.9100000001,14339.9,871.36,7840.280000000001,125.03,0.0,102.9,791324.19,74.59207263871274
dafav1,1678111143,2023-03-06 20:59:03 ,6.8,6.03,6.64,249470976.0,1038895.6,14369.310000000001,871.4799999999999,7856.1,125.03,0.0,102.9,791324.19,74.55834364897939
dafav1,1678111263,2023-03-06 21:01:03 ,5.65,5.63,6.4,204193792.0,1039366.01,14375.09,872.1299999999999,7859.280000000001,125.03,0.0,102.9,791324.19,74.52468375042665
dafav1,1678111383,2023-03-06 21:03:03 ,5.75,6.11,6.52,235737088.0,1039797.56,14397.24,872.3000000000001,7872.68,125.03,0.0,103.82000000000001,791335.28,74.49289408728353
dafav1,1678111503,2023-03-06 21:05:03 ,9.25,7.02,6.77,227766272.0,1040235.5499999999,14422.32,872.4499999999999,7889.5,125.03,0.0,103.82000000000001,791335.28,74.45925728372056
dafav1,1678111623,2023-03-06 21:07:03 ,5.51,6.18,6.49,211480576.0,1040710.7699999999,14425.64,872.5699999999999,7890.900000000001,125.03,0.0,103.82000000000001,791335.28,74.42564734353385
dafav1,1678111743,2023-03-06 21:09:03 ,5.39,6.27,6.5,260804608.0,1041152.02,14449.03,872.73,7906.14,125.03,0.0,103.82000000000001,791335.28,74.39207192791926
dafav1,1678111863,2023-03-06 21:11:03 ,5.97,6.09,6.4,252059648.0,1041587.37,14478.08,872.95,7921.49,125.03,0.0,103.82000000000001,791335.28,74.35853587551074
dafav1,1678111983,2023-03-06 21:13:03 ,3.94,5.33,6.08,259059712.0,1042046.25,14478.939999999999,873.1199999999999,7921.499999999999,125.03,0.0,103.82000000000001,791355.4199999999,74.32831790237239
dafav1,1678112103,2023-03-06 21:15:03 ,5.26,5.62,6.11,246099968.0,1042479.5599999999,14507.42,873.2400000000001,7937.07,125.03,0.0,103.86,791357.9199999999,74.29523876636907
dafav1,1678112223,2023-03-06 21:17:03 ,6.22,5.71,6.07,177795072.0,1042918.1,14533.54,873.39,7952.31,125.03,0.0,103.86,791357.9199999999,74.26178044588039
dafav1,1678112343,2023-03-06 21:19:03 ,4.32,5.16,5.83,251768832.0,1043394.66,14536.08,873.51,7953.119999999999,125.03,0.0,103.86,791357.9199999999,74.2283515509968
dafav1,1678112463,2023-03-06 21:21:03 ,5.63,5.74,5.98,243826688.0,1043832.5700000001,14561.91,873.6999999999999,7969.219999999999,125.03,0.0,103.86,791357.9199999999,74.19495760794662
dafav1,1678112583,2023-03-06 21:23:03 ,7.71,6.15,6.08,188747776.0,1044275.6400000001,14585.54,873.8199999999999,7982.46,125.03,0.0,103.86,791357.9199999999,74.16158674799732
dafav1,1678112703,2023-03-06 21:25:03 ,4.61,5.54,5.86,261181440.0,1044747.92,14590.87,873.95,7984.76,125.03,0.0,103.86,791357.9199999999,74.12824797627738
dafav1,1678112823,2023-03-06 21:27:03 ,6.65,6.35,6.14,226193408.0,1045186.0700000001,14616.909999999998,874.16,8000.39,125.03,0.0,103.86,791357.9199999999,74.09494540923322
dafav1,1678112943,2023-03-06 21:29:03 ,6.67,6.25,6.11,193495040.0,1045638.5,14634.81,874.3,8009.969999999999,125.03,0.0,103.86,791357.9199999999,74.06166651335377
dafav1,1678113063,2023-03-06 21:31:03 ,4.61,5.69,5.93,251445248.0,1046109.9299999999,14640.92,874.4800000000001,8012.25,125.03,0.0,103.86,791357.9199999999,74.02842373028444
dafav1,1678113183,2023-03-06 21:33:03 ,6.43,6.31,6.14,234319872.0,1046546.85,14667.779999999999,874.64,8028.33,125.03,0.0,103.86,791357.9199999999,73.99520800851373
dafav1,1678113303,2023-03-06 21:35:03 ,7.72,6.39,6.16,198758400.0,1046973.96,14685.980000000001,874.78,8038.339999999999,125.03,0.0,103.86,791382.4199999999,73.96600835924185
dafav1,1678113423,2023-03-06 21:37:03 ,5.1,6.11,6.1,205086720.0,1047438.0599999999,14696.05,874.94,8044.04,125.03,0.0,103.86,791382.4199999999,73.93284894688286
dafav1,1678113543,2023-03-06 21:39:03 ,4.15,5.41,5.84,207618048.0,1047916.9800000001,14697.0,875.03,8044.08,125.03,0.0,103.86,791382.4199999999,73.89971649201624
dafav1,1678113663,2023-03-06 21:41:03 ,4.08,4.96,5.62,289345536.0,1048391.46,14699.279999999999,875.26,8044.120000000001,128.04999999999998,0.0,103.86,791382.4199999999,73.86661992512609
dafav1,1678113783,2023-03-06 21:43:03 ,4.01,4.64,5.42,295563264.0,1048870.47,14700.16,875.3799999999999,8044.16,128.04999999999998,0.0,103.86,791382.4199999999,73.83354541279084
dafav1,1678113903,2023-03-06 21:45:03 ,8.24,5.49,5.6,248004608.0,1049297.21,14717.810000000001,875.49,8054.69,128.04999999999998,0.0,103.87,791407.3200000001,73.8045432235331
dafav1,1678114023,2023-03-06 21:47:03 ,5.22,5.48,5.6,288940032.0,1049761.6300000001,14727.380000000001,875.66,8060.599999999999,128.04999999999998,0.0,103.87,791407.3200000001,73.77152736773907
dafav1,1678114143,2023-03-06 21:49:03 ,7.74,6.54,5.98,285495296.0,1050198.42,14753.04,875.8,8078.02,128.04999999999998,0.0,103.87,791407.3200000001,73.73854309863374
dafav1,1678114263,2023-03-06 21:51:03 ,7.18,6.34,5.95,273571840.0,1050655.7,14767.07,875.91,8086.64,128.04999999999998,0.0,103.87,791407.3200000001,73.70558419316876
dafav1,1678114383,2023-03-06 21:53:03 ,5.3,6.26,5.99,299544576.0,1051114.99,14779.58,876.05,8094.76,128.04999999999998,0.0,103.87,791407.3200000001,73.67265542363828
dafav1,1678114503,2023-03-06 21:55:03 ,7.05,6.67,6.17,298930176.0,1051532.79,14804.789999999999,876.3,8110.34,128.04999999999998,0.0,103.97,791428.32,73.6431648663694
dafav1,1678114623,2023-03-06 21:57:03 ,5.28,5.99,5.97,282005504.0,1051996.97,14817.73,876.44,8113.099999999999,128.04999999999998,0.0,103.97,791428.32,73.6102954442624
dafav1,1678114743,2023-03-06 21:59:03 ,4.38,5.48,5.79,304168960.0,1052457.38,14833.46,876.62,8116.81,128.04999999999998,0.0,103.97,791428.32,73.5774574026263
dafav1,1678114863,2023-03-06 22:01:03 ,5.22,5.46,5.75,253898752.0,1052903.04,14860.24,877.88,8123.130000000001,128.04999999999998,0.0,103.97,791428.32,73.54472313981279
dafav1,1678114983,2023-03-06 22:03:03 ,4.85,5.14,5.58,235782144.0,1053370.56,14870.48,878.0,8125.280000000001,128.04999999999998,0.0,103.97,791428.32,73.51193946667239
dafav1,1678115103,2023-03-06 22:05:03 ,4.47,5.04,5.51,254038016.0,1053827.38,14889.44,878.1400000000001,8129.42,128.04999999999998,0.0,103.97,791428.32,73.47918432593747
dafav1,1678115223,2023-03-06 22:07:03 ,7.59,5.83,5.72,277118976.0,1054274.25,14916.22,878.29,8135.620000000001,128.04999999999998,0.0,103.97,791428.32,73.446463133204
dafav1,1678115343,2023-03-06 22:09:03 ,4.89,5.31,5.54,239489024.0,1054746.1600000001,14922.899999999998,878.4200000000001,8136.969999999999,128.04999999999998,0.0,103.97,791428.32,73.41376494085713
dafav1,1678115463,2023-03-06 22:11:03 ,4.65,5.27,5.51,285888512.0,1055201.52,14942.75,878.89,8141.32,128.04999999999998,0.0,103.97,791428.32,73.38112170463307
dafav1,1678115583,2023-03-06 22:13:03 ,5.1,5.16,5.43,257941504.0,1055647.2799999998,14970.16,879.02,8148.030000000001,128.04999999999998,0.0,103.97,791428.32,73.34848573188063
dafav1,1678115703,2023-03-06 22:15:03 ,5.02,4.97,5.32,239284224.0,1056122.27,14974.29,879.14,8148.85,128.04999999999998,0.0,103.97,791428.32,73.31587470059469
dafav1,1678115823,2023-03-06 22:17:03 ,5.06,5.25,5.4,258572288.0,1056573.16,14997.45,879.3100000000001,8154.659999999999,128.04999999999998,0.0,103.97,791428.32,73.28329808301956
dafav1,1678115943,2023-03-06 22:19:03 ,6.2,5.49,5.45,253652992.0,1057019.95,15024.23,879.49,8160.95,128.04999999999998,0.0,103.97,791428.32,73.2507504022793
dafav1,1678116063,2023-03-06 22:21:03 ,4.29,4.99,5.27,248242176.0,1057497.79,15025.98,879.75,8161.129999999999,128.04999999999998,0.0,103.97,791428.32,73.21823771617898
dafav1,1678116183,2023-03-06 22:23:03 ,5.13,5.37,5.4,266207232.0,1057943.58,15053.760000000002,879.91,8167.46,128.04999999999998,0.0,103.97,791428.32,73.18574508107022
dafav1,1678116303,2023-03-06 22:25:03 ,5.79,5.39,5.39,227012608.0,1058390.02,15080.42,880.25,8174.030000000001,128.04999999999998,0.0,103.97,791428.32,73.15329682411344
dafav1,1678116423,2023-03-06 22:27:03 ,4.01,4.86,5.19,261644288.0,1058841.58,15082.95,880.49,8174.11,128.04999999999998,0.0,103.97,791453.5199999999,73.12492838371591
dafav1,1678116543,2023-03-06 22:29:03 ,5.12,5.31,5.34,257798144.0,1059286.77,15111.58,880.6899999999999,8180.12,128.04999999999998,0.0,103.97,791453.5199999999,73.0925242514043
dafav1,1678116663,2023-03-06 22:31:03 ,5.57,5.29,5.32,215863296.0,1059734.3900000001,15137.5,881.0999999999999,8186.2,128.04999999999998,0.0,103.97,791453.5199999999,73.06016298810296
dafav1,1678116783,2023-03-06 22:33:03 ,4.39,4.98,5.2,259993600.0,1060209.3900000001,15141.77,881.21,8186.870000000001,128.04999999999998,0.0,103.97,791453.5199999999,73.02780880501355
dafav1,1678116903,2023-03-06 22:35:03 ,4.61,4.95,5.16,269905920.0,1060652.94,15171.230000000001,881.3199999999999,8193.789999999999,128.04999999999998,0.0,103.97,791453.5199999999,72.99548393812282
dafav1,1678117023,2023-03-06 22:37:03 ,7.3,5.45,5.3,220397568.0,1061104.03,15194.53,881.49,8199.23,128.04999999999998,0.0,103.97,791453.5199999999,72.96319440137815
dafav1,1678117143,2023-03-06 22:39:03 ,4.58,5.09,5.19,245170176.0,1061574.5,15202.52,881.5899999999999,8200.71,128.04999999999998,0.0,103.97,791453.5199999999,72.93092602605164
dafav1,1678117263,2023-03-06 22:41:03 ,5.17,5.3,5.26,243720192.0,1062017.4100000001,15232.44,881.9000000000001,8207.63,128.04999999999998,0.0,103.97,791453.5199999999,72.89869893740337
dafav1,1678117383,2023-03-06 22:43:03 ,5.76,5.31,5.26,195854336.0,1062471.94,15253.21,882.0,8212.24,128.04999999999998,0.0,103.97,791453.5199999999,72.86648958379337
dafav1,1678117503,2023-03-06 22:45:03 ,4.44,5.03,5.16,261267456.0,1062937.9000000001,15264.880000000001,882.13,8214.509999999998,128.04999999999998,0.0,103.97,791453.5199999999,72.8343093504564
dafav1,1678117623,2023-03-06 22:47:03 ,4.96,5.13,5.18,236036096.0,1063380.29,15295.39,882.24,8221.55,128.04999999999998,0.0,103.97,791453.5199999999,72.80215484957284
dafav1,1678117743,2023-03-06 22:49:03 ,5.67,5.13,5.16,224387072.0,1063839.44,15312.130000000001,882.3499999999999,8225.59,128.04999999999998,0.0,103.97,791453.5199999999,72.77002939603727
dafav1,1678117863,2023-03-06 22:51:03 ,4.36,4.95,5.1,274391040.0,1064280.28,15325.980000000001,882.47,8228.6,128.04999999999998,0.0,103.97,791475.66,72.74145317243733
dafav1,1678117983,2023-03-06 22:53:03 ,5.33,5.2,5.17,269746176.0,1064724.0,15356.380000000001,882.58,8234.4,128.04999999999998,0.0,103.97,791475.66,72.70938282120714
dafav1,1678118103,2023-03-06 22:55:03 ,7.08,5.54,5.28,232099840.0,1065185.7100000002,15371.31,882.6999999999999,8237.71,128.04999999999998,0.0,103.97,791475.66,72.67733873387407
dafav1,1678118223,2023-03-06 22:57:03 ,5.43,5.74,5.41,226586624.0,1065646.38,15387.119999999999,882.84,8241.130000000001,128.04999999999998,0.0,103.97,791475.66,72.64532621255685
dafav1,1678118343,2023-03-06 22:59:03 ,6.78,6.1,5.57,210563072.0,1066086.3000000003,15419.94,882.9499999999999,8248.289999999999,128.04999999999998,0.0,103.97,791475.66,72.61334188022778
dafav1,1678118463,2023-03-06 23:01:03 ,5.07,5.57,5.43,193208320.0,1066527.71,15432.05,883.52,8250.849999999999,128.04999999999998,0.0,103.97,791499.0,72.5851116073846
dafav1,1678118583,2023-03-06 23:03:03 ,5.01,5.73,5.53,218279936.0,1066982.01,15452.97,883.64,8255.56,128.04999999999998,0.0,103.97,791499.0,72.55317921008069
dafav1,1678118703,2023-03-06 23:05:03 ,5.31,5.6,5.51,222838784.0,1067424.75,15483.49,883.77,8262.16,128.04999999999998,0.0,103.97,791499.0,72.52127954783168
dafav1,1678118823,2023-03-06 23:07:03 ,5.66,5.4,5.43,196022272.0,1067893.77,15492.649999999998,883.9,8263.92,128.04999999999998,0.0,103.97,791499.0,72.4894026129335
dafav1,1678118943,2023-03-06 23:09:03 ,4.74,5.32,5.4,192753664.0,1068346.6,15514.77,884.01,8268.89,128.04999999999998,0.0,103.97,791499.0,72.45755501553934
dafav1,1678119063,2023-03-06 23:11:03 ,4.13,4.89,5.23,226160640.0,1068825.42,15515.77,884.22,8268.9,128.04999999999998,0.0,103.97,791499.0,72.42574135434808
dafav1,1678119183,2023-03-06 23:13:03 ,3.69,4.52,5.06,225824768.0,1069286.78,15516.56,884.34,8268.92,128.04999999999998,0.0,103.97,791516.7100000001,72.39674484764663
dafav1,1678119303,2023-03-06 23:15:03 ,4.02,4.36,4.93,228487168.0,1069757.53,15517.51,884.45,8268.93,128.04999999999998,0.0,103.97,791524.8999999999,72.36627126912887
dafav1,1678119423,2023-03-06 23:17:03 ,4.8,4.44,4.88,192471040.0,1070226.76,15526.14,884.5900000000001,8270.94,128.04999999999998,0.0,103.97,791524.8999999999,72.33453609286589
dafav1,1678119543,2023-03-06 23:19:03 ,4.63,4.65,4.92,184815616.0,1070677.82,15549.970000000001,884.6800000000001,8276.02,128.04999999999998,0.0,103.97,791524.8999999999,72.30282213381103
dafav1,1678119663,2023-03-06 23:21:03 ,5.77,5.08,5.04,248778752.0,1071118.31,15581.96,884.91,8283.33,128.04999999999998,0.0,103.97,791524.8999999999,72.27114784940703
dafav1,1678119783,2023-03-06 23:23:03 ,5.73,5.03,5.01,209547264.0,1071590.43,15587.119999999999,885.03,8285.99,128.04999999999998,0.0,103.97,791524.8999999999,72.2394914149328
dafav1,1678119903,2023-03-06 23:25:03 ,5.99,5.89,5.36,236421120.0,1072033.73,15609.119999999999,885.1500000000001,8300.59,128.04999999999998,0.0,103.97,791524.8999999999,72.20786533571913
dafav1,1678120023,2023-03-06 23:27:03 ,7.61,6.39,5.59,246398976.0,1072468.3699999999,15636.83,885.27,8318.15,128.04999999999998,0.0,103.97,791524.8999999999,72.17626627770947
dafav1,1678120143,2023-03-06 23:29:03 ,4.5,5.6,5.4,234692608.0,1072944.9899999998,15639.529999999999,885.35,8318.76,128.04999999999998,0.0,103.97,791524.8999999999,72.14469354873552
dafav1,1678120263,2023-03-06 23:31:03 ,5.12,5.73,5.49,242630656.0,1073373.0699999998,15665.920000000002,885.6100000000001,8334.68,128.04999999999998,0.0,104.72,791532.6199999999,72.11442928487192
dafav1,1678120383,2023-03-06 23:33:03 ,8.31,6.42,5.74,178106368.0,1073809.13,15692.83,885.73,8351.64,128.04999999999998,0.0,104.72,791532.6199999999,72.08291092803564
dafav1,1678120503,2023-03-06 23:35:03 ,4.65,5.63,5.53,241909760.0,1074287.71,15694.14,885.85,8351.66,128.04999999999998,0.0,104.72,791532.6199999999,72.05142142174617
dafav1,1678120623,2023-03-06 23:37:03 ,6.24,6.47,5.89,237105152.0,1074722.4700000002,15722.789999999999,885.99,8368.14,128.04999999999998,0.0,104.72,791532.6199999999,72.01996072649067
dafav1,1678120743,2023-03-06 23:39:03 ,9.99,7.23,6.2,188497920.0,1075164.46,15748.130000000001,886.1099999999999,8380.7,128.04999999999998,0.0,104.72,791532.6199999999,71.98852749338201
dafav1,1678120863,2023-03-06 23:41:03 ,4.91,6.23,5.95,243748864.0,1075638.4,15752.150000000001,886.5,8382.439999999999,128.04999999999998,0.0,104.72,791532.6199999999,71.95713411537045
dafav1,1678120983,2023-03-06 23:43:03 ,6.85,7.05,6.32,241864704.0,1076073.4000000001,15778.62,886.61,8400.89,128.04999999999998,0.0,104.72,791532.6199999999,71.92575372720886
dafav1,1678121103,2023-03-06 23:45:03 ,9.17,7.34,6.47,182534144.0,1076505.62,15801.439999999999,886.8,8415.69,128.04999999999998,0.0,105.55999999999999,791541.35,71.89579703231833
dafav1,1678121223,2023-03-06 23:47:03 ,5.09,6.54,6.3,266817536.0,1076974.6600000001,15808.500000000002,887.14,8419.26,128.04999999999998,0.0,105.55999999999999,791541.35,71.86448676461036
dafav1,1678121343,2023-03-06 23:49:03 ,6.73,7.11,6.56,303693824.0,1077409.35,15835.63,887.2800000000001,8437.32,128.04999999999998,0.0,105.55999999999999,791541.35,71.83319006620023
dafav1,1678121463,2023-03-06 23:51:03 ,6.27,6.6,6.43,245538816.0,1077855.8900000001,15854.720000000001,887.48,8451.54,128.04999999999998,0.0,105.55999999999999,791541.35,71.80192256907809
dafav1,1678121583,2023-03-06 23:53:03 ,4.76,6.15,6.3,280055808.0,1078320.71,15864.070000000002,887.63,8457.25,128.04999999999998,0.0,105.55999999999999,791541.35,71.77068032801957
dafav1,1678121703,2023-03-06 23:55:03 ,6.2,6.41,6.38,251592704.0,1078757.56,15889.68,887.78,8474.68,128.04999999999998,0.0,105.55999999999999,791541.35,71.73946461300646
dafav1,1678121823,2023-03-06 23:57:03 ,5.75,6.0,6.22,203710464.0,1079211.38,15905.61,887.9100000000001,8484.83,128.04999999999998,0.0,105.55999999999999,791541.35,71.70827539029074
dafav1,1678121943,2023-03-06 23:59:03 ,4.75,5.71,6.1,279212032.0,1079672.9,15916.829999999998,888.0699999999999,8491.93,128.04999999999998,0.0,105.55999999999999,791541.35,71.67711716962856
dafav1,1678122063,2023-03-07 00:01:03 ,6.34,6.12,6.21,256319488.0,1080087.96,15941.550000000001,890.1300000000001,8507.800000000001,128.04999999999998,0.0,105.68,791563.5599999999,71.64955735986706
dafav1,1678122183,2023-03-07 00:03:03 ,7.16,6.15,6.18,195952640.0,1080546.33,15955.29,890.28,8515.6,128.04999999999998,0.0,105.68,791563.5599999999,71.61844647136469
dafav1,1678122303,2023-03-07 00:05:03 ,5.3,6.13,6.19,216363008.0,1081004.74,15968.359999999999,890.51,8523.89,128.04999999999998,0.0,105.68,791563.5599999999,71.58737165229523
dafav1,1678122423,2023-03-07 00:07:03 ,4.17,5.42,5.92,200404992.0,1081483.54,15969.42,890.71,8523.92,128.04999999999998,0.0,105.68,791563.5599999999,71.55631602557129
dafav1,1678122543,2023-03-07 00:09:03 ,4.02,4.94,5.68,207376384.0,1081962.33,15970.48,890.82,8523.95,128.04999999999998,0.0,105.68,791563.5599999999,71.5252879782133
dafav1,1678122663,2023-03-07 00:11:03 ,4.0,4.63,5.47,196579328.0,1082441.34,15971.32,890.99,8523.96,128.04999999999998,0.0,105.68,791563.5599999999,71.49428811925824
dafav1,1678122783,2023-03-07 00:13:03 ,6.44,5.02,5.49,184737792.0,1082899.79,15984.199999999999,891.12,8532.57,128.04999999999998,0.0,105.68,791563.5599999999,71.46330995859712
dafav1,1678122903,2023-03-07 00:15:03 ,5.28,5.42,5.61,266711040.0,1083357.6199999999,15997.760000000002,891.22,8541.09,128.04999999999998,0.0,105.68,791563.5599999999,71.43236056557252
dafav1,1678123023,2023-03-07 00:17:03 ,7.11,6.07,5.82,266522624.0,1083793.79,16024.43,891.4100000000001,8558.09,128.04999999999998,0.0,105.68,791563.5599999999,71.4014424765628
dafav1,1678123143,2023-03-07 00:19:03 ,6.52,5.87,5.76,228491264.0,1084240.1800000002,16035.59,891.55,8564.57,128.04999999999998,0.0,106.32,791578.12,71.37284015790061
dafav1,1678123263,2023-03-07 00:21:03 ,4.96,5.71,5.73,263725056.0,1084694.26,16050.989999999998,891.73,8574.960000000001,128.04999999999998,0.0,106.32,791578.12,71.34197219933066
dafav1,1678123383,2023-03-07 00:23:03 ,6.99,6.13,5.87,239050752.0,1085131.78,16076.75,891.8299999999999,8591.64,128.04999999999998,0.0,106.32,791578.12,71.31112514751116
dafav1,1678123503,2023-03-07 00:25:03 ,6.7,5.93,5.8,226304000.0,1085598.6500000001,16085.18,891.95,8596.25,128.04999999999998,0.0,106.32,791578.12,71.28030796897778
dafav1,1678123623,2023-03-07 00:27:03 ,4.82,5.61,5.71,261906432.0,1086046.61,16105.509999999998,892.09,8607.869999999999,128.04999999999998,0.0,106.32,791578.12,71.2495174142918
dafav1,1678123743,2023-03-07 00:29:03 ,6.21,5.89,5.79,261369856.0,1086486.0499999998,16130.8,892.1999999999999,8623.07,128.04999999999998,0.0,106.32,791578.12,71.2187521674478
dafav1,1678123863,2023-03-07 00:31:03 ,5.65,5.55,5.67,208195584.0,1086957.06,16136.75,892.3900000000001,8625.93,128.04999999999998,0.0,106.32,791578.12,71.18802052001948
dafav1,1678123983,2023-03-07 00:33:03 ,5.28,5.9,5.81,266063872.0,1087377.98,16158.55,892.51,8639.67,128.04999999999998,0.0,106.33,791601.51,71.16091164828727
dafav1,1678124103,2023-03-07 00:35:03 ,9.18,6.91,6.17,246579200.0,1087815.73,16183.850000000002,892.6300000000001,8656.539999999999,128.04999999999998,0.0,106.33,791601.51,71.13022440213119
dafav1,1678124223,2023-03-07 00:37:03 ,5.34,6.08,5.94,221057024.0,1088291.1500000001,16187.04,892.73,8657.869999999999,128.04999999999998,0.0,106.33,791601.51,71.09956233434757
dafav1,1678124343,2023-03-07 00:39:03 ,5.55,6.28,6.06,267919360.0,1088731.68,16210.76,892.8499999999999,8673.55,128.04999999999998,0.0,106.33,791601.51,71.06892732818322
dafav1,1678124463,2023-03-07 00:41:03 ,6.23,6.15,6.02,243396608.0,1089167.5899999999,16238.47,893.0600000000001,8689.73,128.04999999999998,0.0,106.33,791601.51,71.03832699782328
